Date,Sleep Hours,REM Sleep (%),Deep Sleep (%),Light Sleep (%),Screen Time (hours),Steps,Calories Burned,Running Distance (km),Exercise Time (minutes),HRV,EDA,Stress Level,Light Exposure (lux)
2024-12-05,9.0,25.0,30.0,45.0,3.0,3000.0,120.0,1.5,15.0,40.0,0.1,50.0,500.0
2024-12-04,9.074143421666342,16.723327246012552,29.19147120471748,54.08520154926997,3.2860077750645056,2807.210259711904,112.28841038847617,1.4036051298559522,14.036051298559522,37.2370599087744,0.11508524017979208,49.02037687099579,615.5625955343912
2024-12-03,8.81086829238186,22.932222285288645,18.56902788120654,58.498749833504824,2.855138773426136,3211.73559153001,128.4694236612004,1.605867795765005,16.058677957650048,30.417237232262657,0.13264444725071745,47.961587819753866,760.0027961464173
2024-12-02,7.878190206113343,27.51460201675131,17.611691599323468,54.873706383925224,2.536539692489465,2073.7451438846183,82.94980575538473,1.036872571942309,10.368725719423091,29.651496583048548,0.10106041377377106,32.162904977355346,729.7180011761893
2024-12-01,8.385076157052362,29.614048700405228,10.192426157167695,60.19352514242707,0.6366598428385055,1620.213922292679,64.80855689170716,0.8101069611463395,8.101069611463394,29.477133392148986,0.1086960777456872,27.45751736661784,581.6252545694472
2024-11-30,7.744905678404675,21.43461458825662,12.74710346591359,65.8182819458298,1.1486884887000492,1295.053983800128,51.80215935200512,0.647526991900064,6.47526991900064,27.82355722703131,0.09910136533788803,40.00529509255633,634.2581918220344
2024-11-29,7.162361482943197,20.45897029307597,11.370051753807564,68.17097795311646,0.916439239417746,904.6858228277822,36.18743291311129,0.4523429114138911,4.523429114138911,26.81595187722203,0.1085934606032179,30.08458517111574,540.1571655663691
2024-11-28,6.985855140752113,15.680223222015998,17.185415700206804,67.1343610777772,0.07082552695713096,1824.7683384285997,72.990733537144,0.9123841692142999,9.123841692143,26.813485733426262,0.10179353840690519,26.913018396456426,404.49357645527846
2024-11-27,7.089004677883402,10.035209968507901,10.444752794578397,79.5200372369137,0.07632149018846504,1653.552890603216,66.14211562412864,0.826776445301608,8.26776445301608,30.478911524025186,0.08957694448049418,13.205196252244194,350.1366077033814
2024-11-26,8.083976287965825,8.350184889372105,11.374554447010118,80.27526066361777,0.0,1890.4877050684945,75.61950820273978,0.9452438525342473,9.452438525342473,28.146129867151217,0.09857647523449278,0.0,290.96211936928955
2024-11-25,8.402691166028198,16.041388753527485,14.321905006119554,69.63670624035296,0.0,1948.786069277825,77.951442771113,0.9743930346389125,9.743930346389124,26.507989773583873,0.08011067563764947,0.592143679918159,347.58491598829335
2024-11-24,8.356264852429117,23.45526697291363,11.046181185512923,65.49855184157344,0.738916636638357,1484.7208175344897,59.38883270137959,0.7423604087672449,7.423604087672448,30.281147726329014,0.0948988248477865,0.0,308.4857224291328
2024-11-23,8.066682256782618,26.559808358280424,13.036798423953552,60.40339321776602,0.0,1431.3193682779513,57.25277473111805,0.7156596841389756,7.1565968413897565,36.98693849560944,0.11073515296521494,0.0,205.26852224242324
2024-11-22,8.026379379704947,19.810748446764098,14.577635073560197,65.6116164796757,0.0,855.9642284469489,34.23856913787796,0.4279821142234745,4.279821142234745,33.16308261969965,0.09067815382504939,0.0,226.3929558008304
2024-11-21,7.483853550536917,21.712227798276594,16.048264384816143,62.239507816907256,0.0,230.4222711513308,9.216890846053232,0.1152111355756654,1.152111355756654,20.579401475539992,0.0655600233857207,2.292530342669313,97.01607283760372
2024-11-20,7.094504221620658,25.920762915666728,18.680554787012717,55.398682297320555,0.0,1014.8905162450233,40.59562064980093,0.5074452581225116,5.074452581225116,17.254493545972934,0.0398556315357258,0.0,0.0
2024-11-19,7.366312876724609,21.906878682243022,20.959065331138127,57.13405598661885,0.9249832904331179,967.9774357058834,38.71909742823534,0.48398871785294173,4.839887178529417,19.66989090204632,0.05011568125707728,13.70391692905464,0.0
2024-11-18,8.85369245731547,25.30625049243318,23.549344101834503,51.14440540573232,1.2311072274104198,856.1293698300775,34.2451747932031,0.42806468491503874,4.280646849150387,21.020388996234647,0.036282153901206156,9.459654715940058,36.359529908793476
2024-11-17,7.860374447598287,27.168977550347627,21.532431714081294,51.29859073557108,1.7439780684219477,537.7232781732475,21.5089311269299,0.26886163908662375,2.6886163908662377,20.79287421892064,0.007724869980799909,4.93764500618039,217.4975642028745
2024-11-16,8.713316122822416,16.78003736850384,31.97899777833283,51.24096485316333,0.6681804657557242,0.0,0.0,0.0,0.0,16.87377830311235,0.0047519907679897996,0.0,262.7170178512647
2024-11-15,8.812015466321085,10.274047492329089,33.593213047979184,56.13273945969173,2.1569330366047264,0.0,0.0,0.0,0.0,11.03226712389193,0.0,1.7125928449773218,358.71498338068506
2024-11-14,8.13541187068163,2.2446219389650386,33.68330729326609,64.07207076776886,1.3734587360668644,334.12235814659937,13.364894325863975,0.16706117907329968,1.6706117907329967,13.997507110903427,0.0,0.0,478.6419357971134
2024-11-13,7.316268983885559,3.130470600904161,29.726781570592987,67.14274782850286,0.06770737008652361,266.4321817954378,10.657287271817513,0.1332160908977189,1.332160908977189,14.223623184336715,0.0,0.0,405.49193138471986
2024-11-12,7.501336527487551,5.282427892464496,25.969180139431998,68.74839196810352,0.0,299.1737132561195,11.966948530244782,0.14958685662805976,1.4958685662805977,17.021887947555747,0.003723164010035249,0.0,387.9814902096012
2024-11-11,7.562819041434187,2.4597347365872784,33.72382063884175,63.81644462457097,0.29749963869698437,674.6947711476467,26.98779084590587,0.3373473855738234,3.3734738557382338,12.539521385438128,0.0,0.0,506.85195973144096
2024-11-10,7.829164918899728,0.0,28.154090739385623,71.84590926061438,1.235838967096822,288.413909000477,11.53655636001908,0.14420695450023852,1.442069545002385,10.042766105668447,0.0,3.234213932529113,459.22498910191814
2024-11-09,8.75119162872235,0.0,25.033720073923448,74.96627992607655,0.0,624.230995911765,24.969239836470603,0.3121154979558825,3.121154979558825,16.1306383338528,0.003144396540099172,0.0,346.36886532022294
2024-11-08,9.39249537517161,10.814258017538783,33.076941064228436,56.10880091823278,0.9491730270745625,1290.3201312407427,51.61280524962971,0.6451600656203713,6.451600656203713,12.91771973028269,0.02874316066792012,0.0,203.9494486009168
2024-11-07,9.684916507927566,15.580930787112024,34.8607281918304,49.55834102105758,2.161167918849226,1938.5340380915554,77.54136152366222,0.9692670190457777,9.692670190457777,10.66704631997747,0.02047147627754402,6.935273236825401,124.70408083527153
2024-11-06,9.906455634166548,16.61934263744118,40.625211775320615,42.755445587238206,2.98049503981635,1529.8549668494531,61.19419867397813,0.7649274834247266,7.649274834247266,7.965832268122694,0.014113663056792626,9.681116957465102,51.41550531339466
